,title,year,dom_gross,for_gross,world_gross
0,Toy Story 3,2010,415000000.0,652000000.0,1067000000.0
1,Alice in Wonderland (2010),2010,334200000.0,691300000.0,1025500000.0
2,Harry Potter and the Deathly Hallows Part 1,2010,296000000.0,664300000.0,960300000.0
3,Inception,2010,292600000.0,535700000.0,828300000.0
4,Shrek Forever After,2010,238700000.0,513900000.0,752600000.0
5,The Twilight Saga: Eclipse,2010,300500000.0,398000000.0,698500000.0
6,Iron Man 2,2010,312400000.0,311500000.0,623900000.0
7,Tangled,2010,200800000.0,391000000.0,591800000.0
8,Despicable Me,2010,251500000.0,291600000.0,543100000.0
9,How to Train Your Dragon,2010,217600000.0,277300000.0,494900000.0
10,Clash of the Titans (2010),2010,163200000.0,330000000.0,493200000.0
11,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,104400000.0,311300000.0,415700000.0
12,The King's Speech,2010,135500000.0,275400000.0,410900000.0
13,Tron Legacy,2010,172100000.0,228000000.0,400100000.0
14,The Karate Kid,2010,176600000.0,182500000.0,359100000.0
15,Prince of Persia: The Sands of Time,2010,90800000.0,245600000.0,336400000.0
16,Black Swan,2010,107000000.0,222400000.0,329400000.0
17,Megamind,2010,148400000.0,173500000.0,321900000.0
18,Robin Hood,2010,105300000.0,216400000.0,321700000.0
19,The Last Airbender,2010,131800000.0,187900000.0,319700000.0
20,Little Fockers,2010,148400000.0,162200000.0,310600000.0
21,Resident Evil: Afterlife,2010,60100000.0,240100000.0,300200000.0
22,Shutter Island,2010,128000000.0,166800000.0,294800000.0
23,Salt,2010,118300000.0,175200000.0,293500000.0
24,Sex and the City 2,2010,95300000.0,193000000.0,288300000.0
25,The Tourist,2010,67600000.0,210700000.0,278300000.0
26,The Expendables,2010,103100000.0,171400000.0,274500000.0
27,Grown Ups,2010,162000000.0,109400000.0,271400000.0
28,Knight & Day,2010,76400000.0,185500000.0,261900000.0
29,True Grit,2010,171200000.0,81000000.0,252200000.0
30,Gulliver's Travels,2010,42800000.0,194600000.0,237400000.0
31,Percy Jackson & The Olympians: The Lightning Thief,2010,88800000.0,137700000.0,226500000.0
32,The Social Network,2010,97000000.0,128000000.0,225000000.0
33,Valentine's Day,2010,110500000.0,106000000.0,216500000.0
34,The Sorcerer's Apprentice,2010,63200000.0,152100000.0,215300000.0
35,Due Date,2010,100500000.0,111200000.0,211700000.0
36,Eat Pray Love,2010,80600000.0,124000000.0,204600000.0
37,Yogi Bear,2010,100200000.0,101300000.0,201500000.0
38,Red,2010,90400000.0,108600000.0,199000000.0
39,Paranormal Activity 2,2010,84800000.0,92800000.0,177600000.0
40,The A-Team,2010,77200000.0,100000000.0,177200000.0
41,Jackass 3-D,2010,117200000.0,54500000.0,171700000.0
42,The Other Guys,2010,119200000.0,51200000.0,170400000.0
43,Unstoppable,2010,81600000.0,86200000.0,167800000.0
44,Step Up 3-D,2010,42400000.0,116900000.0,159300000.0
45,The Book of Eli,2010,94800000.0,62300000.0,157100000.0
46,The Town,2010,92200000.0,61800000.0,154000000.0
47,Date Night,2010,98700000.0,53600000.0,152300000.0
48,Legend of the Guardians: The Owls of Ga'Hoole,2010,55700000.0,84400000.0,140100000.0
49,The Wolfman,2010,62000000.0,77800000.0,139800000.0
50,The Bounty Hunter,2010,67099999.0,69300000.0,136399999.0
51,Saw 3D,2010,45700000.0,90400000.0,136100000.0
52,Wall Street: Money Never Sleeps,2010,52500000.0,82300000.0,134800000.0
53,The Fighter,2010,93600000.0,35600000.0,129200000.0
54,Predators,2010,52000000.0,75200000.0,127200000.0
55,A Nightmare on Elm Street (2010),2010,63100000.0,52600000.0,115700000.0
56,Dear John,2010,80000000.0,35000000.0,115000000.0
57,Cats & Dogs: The Revenge of Kitty Galore,2010,43600000.0,68900000.0,112500000.0
58,Tooth Fairy,2010,60000000.0,52400000.0,112400000.0
59,Life as We Know It,2010,53400000.0,52300000.0,105700000.0
60,Hereafter,2010,32700000.0,72500000.0,105200000.0
61,The Girl with the Dragon Tattoo,2010,10100000.0,94300000.0,104400000.0
62,Love and Other Drugs,2010,32400000.0,70500000.0,102900000.0
63,Aftershock (Tangshan Dadizhen),2010,63000.0,100200000.0,100263000.0
64,Killers,2010,47100000.0,51100000.0,98200000.0
65,Kick-Ass,2010,48100000.0,48100000.0,96200000.0
66,Green Zone,2010,35100000.0,59800000.0,94900000.0
67,Nanny McPhee Returns,2010,29000000.0,64200000.0,93200000.0
68,Get Him to the Greek,2010,61000000.0,30300000.0,91300000.0
69,Burlesque,2010,39400000.0,50100000.0,89500000.0
70,The Last Song,2010,63000000.0,26100000.0,89100000.0
71,Dinner for Schmucks,2010,73000000.0,13800000.0,86800000.0
72,Marmaduke,2010,33600000.0,50100000.0,83700000.0
73,Piranha 3D,2010,25000000.0,58200000.0,83200000.0
74,Oceans,2010,19400000.0,63200000.0,82600000.0
75,Edge of Darkness,2010,43300000.0,37800000.0,81100000.0
76,Vampires Suck,2010,36700000.0,43900000.0,80600000.0
77,Letters to Juliet,2010,53000000.0,26100000.0,79100000.0
78,The Back-Up Plan,2010,37500000.0,40000000.0,77500000.0
79,If You Are the One 2 (Fei Cheng Wu Rao II),2010,427000.0,75600000.0,76027000.0
80,Diary of a Wimpy Kid,2010,64000000.0,11700000.0,75700000.0
81,Easy A,2010,58400000.0,16600000.0,75000000.0
82,Hubble 3D,2010,52400000.0,21500000.0,73900000.0
83,Takers,2010,57700000.0,11300000.0,69000000.0
84,Tales from Earthsea,2010,48500.0,68600000.0,68648500.0
85,Legion (2010),2010,40200000.0,27800000.0,68000000.0
86,The American,2010,35600000.0,32299999.0,67899999.0
87,The Last Exorcism,2010,41000000.0,26700000.0,67700000.0
88,The Next Three Days,2010,21100000.0,46300000.0,67400000.0
89,The Girl Who Played with Fire,2010,7600000.0,59500000.0,67100000.0
90,Skyline,2010,21400000.0,45400000.0,66800000.0
91,Hot Tub Time Machine,2010,50300000.0,14300000.0,64600000.0
92,Devil,2010,33600000.0,29100000.0,62700000.0
93,127 Hours,2010,18300000.0,42400000.0,60700000.0
94,Tyler Perry's Why Did I Get Married Too?,2010,60100000.0,578000.0,60678000.0
95,Secretariat,2010,59700000.0,537000.0,60237000.0
96,The Ghost Writer,2010,15500000.0,44700000.0,60200000.0
97,Morning Glory,2010,31000000.0,29000000.0,60000000.0
98,Remember Me,2010,19100000.0,37000000.0,56100000.0
99,Cop Out,2010,44900000.0,10700000.0,55600000.0
100,The Crazies,2010,39100000.0,15700000.0,54800000.0
101,From Paris with Love,2010,24100000.0,28700000.0,52800000.0
102,Daybreakers,2010,30100000.0,21300000.0,51400000.0
103,Alpha and Omega,2010,25100000.0,25400000.0,50500000.0
104,The Switch,2010,27800000.0,22100000.0,49900000.0
105,She's Out of My League,2010,32000000.0,17800000.0,49800000.0
106,Death at a Funeral (2010),2010,42700000.0,6300000.0,49000000.0
107,How Do You Know,2010,30200000.0,18500000.0,48700000.0
108,Charlie St. Cloud,2010,31200000.0,17000000.0,48200000.0
109,Scott Pilgrim vs. the World,2010,31500000.0,16100000.0,47600000.0
110,Heartbreaker,2010,504000.0,46900000.0,47404000.0
111,The Spy Next Door,2010,24300000.0,20900000.0,45200000.0
112,"The Good, the Bad, the Weird",2010,128000.0,44100000.0,44228000.0
113,Machete,2010,26600000.0,17500000.0,44100000.0
114,The Girl Who Kicked the Hornet's Nest,2010,5200000.0,38300000.0,43500000.0
115,The Man From Nowhere,2010,528000.0,42500000.0,43028000.0
116,When in Rome,2010,32700000.0,10400000.0,43100000.0
117,My Name is Khan,2010,4000000.0,38300000.0,42300000.0
118,Going the Distance,2010,17800000.0,24200000.0,42000000.0
119,The Concert,2010,658000.0,40500000.0,41158000.0
120,Agora,2010,619000.0,38400000.0,39019000.0
121,For Colored Girls,2010,37700000.0,17300.0,37717300.0
122,Brooklyn's Finest,2010,27200000.0,9300000.0,36500000.0
123,Furry Vengeance,2010,17600000.0,18600000.0,36200000.0
124,Faster,2010,23200000.0,12400000.0,35600000.0
125,The Kids Are All Right,2010,20800000.0,13900000.0,34700000.0
126,You Will Meet a Tall Dark Stranger,2010,3200000.0,31000000.0,34200000.0
127,The Secret in Their Eyes,2010,6400000.0,27600000.0,34000000.0
128,Avatar: Special Edition,2010,10700000.0,22500000.0,33200000.0
129,Leap Year,2010,25900000.0,6700000.0,32600000.0
130,You Again,2010,25700000.0,6300000.0,32000000.0
131,Mesrine: Killer Instinct,2010,552000.0,30500000.0,31052000.0
132,The Losers,2010,23600000.0,5800000.0,29400000.0
133,Case 39,2010,13300000.0,14900000.0,28200000.0
134,Ramona and Beezus,2010,26200000.0,1100000.0,27300000.0
135,Splice,2010,17000000.0,9800000.0,26800000.0
136,Fair Game (2010),2010,9500000.0,14600000.0,24100000.0
137,Let Me In,2010,12100000.0,12000000.0,24100000.0
138,Mao's Last Dancer,2010,4800000.0,17500000.0,22300000.0
139,Just Wright,2010,21500000.0,29900.0,21529900.0
140,Our Family Wedding,2010,20300000.0,1200000.0,21500000.0
141,My Soul to Take,2010,14700000.0,6200000.0,20900000.0
142,71 Into the Fire,2010,177000.0,20800000.0,20977000.0
143,"I Love You, Phillip Morris",2010,2000000.0,18700000.0,20700000.0
144,Country Strong,2010,20200000.0,310000.0,20510000.0
145,Another Year,2010,3200000.0,16500000.0,19700000.0
146,Youth in Revolt,2010,15300000.0,4400000.0,19700000.0
147,Buried,2010,1000000.0,18100000.0,19100000.0
148,[Rec] 2,2010,27800.0,18500000.0,18527800.0
149,Repo Men,2010,13800000.0,4600000.0,18400000.0
150,A Prophet (Un prophète),2010,2100000.0,15800000.0,17900000.0
151,Soul Kitchen,2010,277000.0,17600000.0,17877000.0
152,Mother (2010),2010,552000.0,16600000.0,17152000.0
153,Micmacs,2010,1300000.0,15100000.0,16400000.0
154,The Nutcracker in 3D,2010,195000.0,16000000.0,16195000.0
155,Sea Rex 3D: Journey to a Prehistoric World,2010,6100000.0,9900000.0,16000000.0
156,I Hate Luv Storys,2010,848000.0,14900000.0,15748000.0
157,Extraordinary Measures,2010,12100000.0,3100000.0,15200000.0
158,Somewhere,2010,1800000.0,12200000.0,14000000.0
159,Winter's Bone,2010,6500000.0,7300000.0,13800000.0
160,The Last Station,2010,6600000.0,6900000.0,13500000.0
161,Raajneeti,2010,1500000.0,11100000.0,12600000.0
162,Made in Dagenham,2010,1100000.0,11300000.0,12400000.0
163,Blue Valentine,2010,9700000.0,2600000.0,12300000.0
164,Tamara Drewe,2010,560000.0,11400000.0,11960000.0
165,Chloe,2010,3100000.0,8600000.0,11700000.0
166,Looking for Eric,2010,55800.0,11500000.0,11555800.0
167,The Warrior's Way,2010,5700000.0,5400000.0,11100000.0
168,I Am Love,2010,5000000.0,5900000.0,10900000.0
169,Jonah Hex,2010,10500000.0,356000.0,10856000.0
170,Harry Brown,2010,1800000.0,8500000.0,10300000.0
171,Cyrus,2010,7500000.0,2500000.0,10000000.0
172,Conviction,2010,6800000.0,2900000.0,9700000.0
173,Get Low,2010,9200000.0,518000.0,9718000.0
174,Babies,2010,7300000.0,2200000.0,9500000.0
175,Stone,2010,1800000.0,7700000.0,9500000.0
176,Peepli Live,2010,758000.0,8700000.0,9458000.0
177,Never Let Me Go,2010,2400000.0,7000000.0,9400000.0
178,Mid-August Lunch,2010,675000.0,8700000.0,9375000.0
179,MacGruber,2010,8500000.0,797000.0,9297000.0
180,City Island,2010,6700000.0,1200000.0,7900000.0
181,Inside Job,2010,4300000.0,3600000.0,7900000.0
182,The Joneses,2010,1500000.0,5500000.0,7000000.0
183,Centurion,2010,124000.0,6700000.0,6824000.0
184,Animal Kingdom,2010,1000000.0,5700000.0,6700000.0
185,Nowhere Boy,2010,1500000.0,5100000.0,6600000.0
186,It's Kind of a Funny Story,2010,6400000.0,128000.0,6528000.0
187,"Waiting for ""Superman""",2010,6400000.0,9300.0,6409300.0
188,Greenberg,2010,4200000.0,1900000.0,6100000.0
189,Coco Chanel & Igor Stravinsky,2010,1600000.0,4099999.0,5699999.0
190,Vincere,2010,619000.0,5100000.0,5719000.0
191,The Illusionist (2010),2010,2200000.0,3400000.0,5600000.0
192,Exit Through the Gift Shop,2010,3300000.0,2000000.0,5300000.0
193,Mademoiselle Chambon,2010,532000.0,4700000.0,5232000.0
194,Solitary Man,2010,4400000.0,818000.0,5218000.0
195,Rabbit Hole,2010,2200000.0,2900000.0,5100000.0
196,Vision,2010,435000.0,4600000.0,5035000.0
197,Mother and Child,2010,1100000.0,3900000.0,5000000.0
198,The Runaways,2010,3600000.0,1100000.0,4700000.0
199,Four Lions,2010,305000.0,4400000.0,4705000.0
200,Wild Grass,2010,404000.0,4200000.0,4604000.0
201,Please Give,2010,4000000.0,280000.0,4280000.0
202,Monsters,2010,237000.0,4000000.0,4237000.0
203,Rare Exports: A Christmas Tale,2010,236000.0,3800000.0,4036000.0
204,The Killer Inside Me,2010,217000.0,3800000.0,4017000.0
205,The Perfect Game,2010,1000000.0,2800000.0,3800000.0
206,To Save a Life,2010,3800000.0,45800.0,3845800.0
207,Inspector Bellamy,2010,108000.0,3600000.0,3708000.0
208,Catfish,2010,3200000.0,242000.0,3442000.0
209,Wild Target,2010,109000.0,3300000.0,3409000.0
210,Outside the Law (Hors-la-loi),2010,96900.0,3300000.0,3396900.0
211,Frozen (2010),2010,246000.0,2900000.0,3146000.0
212,Dabangg,2010,1300000.0,1700000.0,3000000.0
213,Kites,2010,1600000.0,1300000.0,2900000.0
214,Letters to God,2010,2800000.0,60300.0,2860300.0
215,Twelve,2010,184000.0,2400000.0,2584000.0
216,Tees Maar Khan,2010,1100000.0,1400000.0,2500000.0
217,Fish Tank,2010,375000.0,2000000.0,2375000.0
218,Housefull,2010,1200000.0,1200000.0,2400000.0
219,Golmaal 3,2010,1100000.0,935000.0,2035000.0
220,After.Life,2010,109000.0,1900000.0,2009000.0
221,Cairo Time,2010,1600000.0,391000.0,1991000.0
222,Flipped,2010,1800000.0,,
223,Guzaarish,2010,1000000.0,695000.0,1695000.0
224,Ondine,2010,550000.0,1100000.0,1650000.0
225,Anjaana Anjaani,2010,855000.0,761000.0,1616000.0
226,John Rabe,2010,67500.0,1400000.0,1467500.0
227,Restrepo,2010,1300000.0,105000.0,1405000.0
228,Raavan,2010,709000.0,648000.0,1357000.0
229,The City of Your Final Destination,2010,493000.0,859000.0,1352000.0
230,It's a Wonderful Afterlife,2010,,1300000.0,
231,Ajami,2010,622000.0,669000.0,1291000.0
232,Army of Crime,2010,37000.0,1200000.0,1237000.0
233,Lebanon,2010,368000.0,830000.0,1198000.0
234,Howl,2010,617000.0,566000.0,1183000.0
235,Videocracy,2010,23700.0,1200000.0,1223700.0
236,When You're Strange,2010,246000.0,901000.0,1147000.0
237,The Salvation Poem (Poema de Salvacion),2010,915000.0,183000.0,1098000.0
238,Casino Jack,2010,1000000.0,40700.0,1040700.0
239,Leaving,2010,176000.0,893000.0,1069000.0
240,Khatta Meetha,2010,542000.0,499000.0,1041000.0
241,We Are Family,2010,638000.0,393000.0,1031000.0
242,Leaves of Grass,2010,70100.0,949000.0,1019100.0
243,North Face,2010,711000.0,216000.0,927000.0
244,Creation,2010,341000.0,555000.0,896000.0
245,No One Knows About Persian Cats,2010,81800.0,798000.0,879800.0
246,Carlos,2010,146000.0,726000.0,872000.0
247,Hideaway (Le Refuge),2010,34500.0,837000.0,871500.0
248,The Disappearance of Alice Creed,2010,167000.0,701000.0,868000.0
249,Break Ke Baad,2010,428000.0,389000.0,817000.0
250,Veer (2010),2010,527000.0,277000.0,804000.0
251,Life During Wartime,2010,281000.0,487000.0,768000.0
252,Enter the Void,2010,336000.0,418000.0,754000.0
253,The Secret of Kells,2010,677000.0,62700.0,739700.0
254,The Polar Express (IMAX re-issue 2010),2010,673000.0,,
255,No Problem,2010,285000.0,369000.0,654000.0
256,All Good Things,2010,582000.0,62500.0,644500.0
257,Jack Goes Boating,2010,542000.0,77600.0,619600.0
258,Holy Rollers,2010,303000.0,305000.0,608000.0
259,Chain Letter,2010,139000.0,447000.0,586000.0
260,I Spit on Your Grave,2010,93100.0,480000.0,573100.0
261,I'm Still Here,2010,409000.0,160000.0,569000.0
262,Salt of this Sea,2010,11700.0,545000.0,556700.0
263,Undertow (2010),2010,109000.0,393000.0,502000.0
264,Father of My Children,2010,144000.0,335000.0,479000.0
265,The Greatest (2010),2010,115000.0,359000.0,474000.0
266,The Extra Man,2010,453000.0,4500.0,457500.0
267,Tiny Furniture,2010,392000.0,,
268,Dogtooth,2010,110000.0,274000.0,384000.0
269,Grease (Sing-a-Long re-issue),2010,366000.0,,
270,The Tempest,2010,278000.0,68700.0,346700.0
271,The Good Heart,2010,20900.0,323000.0,343900.0
272,Formosa Betrayed,2010,225000.0,101000.0,326000.0
273,Red Hill,2010,21100.0,300000.0,321100.0
274,Welcome to the Rileys,2010,159000.0,158000.0,317000.0
275,"A Woman, A Gun and A Noodle Shop",2010,191000.0,121000.0,312000.0
276,The Girl on the Train,2010,208000.0,97100.0,305100.0
277,Mesrine: Public Enemy No. 1,2010,275000.0,28100.0,303100.0
278,44 Inch Chest,2010,39000.0,255000.0,294000.0
279,Karthik Calling Karthik,2010,286000.0,7100.0,293100.0
280,Last Train Home,2010,288000.0,,
281,Eyes Wide Open,2010,26300.0,250000.0,276300.0
282,Waste Land,2010,188000.0,88700.0,276700.0
283,South of the Border,2010,199000.0,70800.0,269800.0
284,Human Centipede,2010,181000.0,70700.0,251700.0
285,"Lovely, Still",2010,128000.0,106000.0,234000.0
286,The Girl (Flickan),2010,2200.0,229000.0,231200.0
287,Sweetgrass,2010,207000.0,,
288,Bitch Slap,2010,17400.0,182000.0,199400.0
289,Chance Pe Dance,2010,169000.0,24300.0,193300.0
290,Client 9: The Rise and Fall of Eliot Spitzer,2010,189000.0,3500.0,192500.0
291,Casino Jack and the United States of Money,2010,177000.0,,
292,Perrier's Bounty,2010,800.0,167000.0,167800.0
293,Around a Small Mountain,2010,33200.0,131000.0,164200.0
294,Spring Fever,2010,10800.0,150000.0,160800.0
295,The Eclipse,2010,133000.0,26400.0,159400.0
296,George A. Romero's Survival of the Dead,2010,102000.0,41500.0,143500.0
297,The Romantics,2010,107000.0,17300.0,124300.0
298,Celine: Through the Eyes of the World,2010,,119000.0,
299,Freakonomics,2010,101000.0,16400.0,117400.0
300,Saint John of Las Vegas,2010,103000.0,9100.0,112100.0
301,Band Baaja Baaraat,2010,43800.0,60700.0,104500.0
302,White Lion,2010,,99600.0,
303,Kisses,2010,81700.0,15300.0,97000.0
304,Waking Sleeping Beauty,2010,80700.0,4200.0,84900.0
305,Enemies of the People,2010,73200.0,6400.0,79600.0
306,Badmaash Company,2010,,64400.0,
307,Hadewijch,2010,5000.0,57500.0,62500.0
308,Alamar,2010,61600.0,,
309,As Good as Dead,2010,2000.0,53600.0,55600.0
310,Inhale,2010,4100.0,51000.0,55100.0
311,Hatchet 2,2010,52600.0,,
312,District B13: Ultimatum,2010,36100.0,16200.0,52300.0
313,GasLand,2010,30800.0,18600.0,49400.0
314,Boogie Woogie,2010,2600.0,44900.0,47500.0
315,Come Undone (2010),2010,10000.0,31300.0,41300.0
316,The Red Baron,2010,37200.0,3100.0,40300.0
317,Bluebeard,2010,33500.0,5200.0,38700.0
318,Daddy Longlegs,2010,21800.0,11500.0,33300.0
319,Living in Emergency,2010,32200.0,,
320,Nenette,2010,18000.0,5400.0,23400.0
321,Picture Me,2010,12000.0,10400.0,22400.0
322,The Thorn in the Heart,2010,7400.0,10500.0,17900.0
323,The Taqwacores,2010,11400.0,,
324,Cherry,2010,11400.0,,
325,Terkel in Trouble,2010,10800.0,,
326,Kimjongilia,2010,4400.0,,
327,Aashayein (Wishes),2010,,3800.0,
328,Harry Potter and the Deathly Hallows Part 2,2011,381000000.0,960500000.0,1341500000.0
329,Transformers: Dark of the Moon,2011,352400000.0,771400000.0,1123800000.0
330,Pirates of the Caribbean: On Stranger Tides,2011,241100000.0,804600000.0,1045700000.0
331,The Twilight Saga: Breaking Dawn Part 1,2011,281300000.0,430900000.0,712200000.0
332,Mission: Impossible - Ghost Protocol,2011,209400000.0,485300000.0,694700000.0
333,Kung Fu Panda 2,2011,165200000.0,500400000.0,665600000.0
334,Fast Five,2011,209800000.0,416300000.0,626100000.0
335,The Hangover Part II,2011,254500000.0,332300000.0,586800000.0
336,The Smurfs,2011,142600000.0,421100000.0,563700000.0
337,Cars 2,2011,191500000.0,370700000.0,562200000.0
338,Puss in Boots,2011,149300000.0,405700000.0,555000000.0
339,Sherlock Holmes: A Game of Shadows,2011,186800000.0,358600000.0,545400000.0
340,Rio,2011,143600000.0,341000000.0,484600000.0
341,Rise of the Planet of the Apes,2011,176800000.0,305000000.0,481800000.0
342,Thor,2011,181000000.0,268300000.0,449300000.0
343,The Adventures of Tintin,2011,77600000.0,296400000.0,374000000.0
344,Captain America: The First Avenger,2011,176700000.0,193900000.0,370600000.0
345,X-Men: First Class,2011,146400000.0,207200000.0,353600000.0
346,Alvin and the Chipmunks: Chipwrecked,2011,133100000.0,209600000.0,342700000.0
347,Real Steel,2011,85500000.0,213800000.0,299300000.0
348,Bridesmaids,2011,169100000.0,119300000.0,288400000.0
349,Super 8,2011,127000000.0,133100000.0,260100000.0
350,Rango,2011,123500000.0,122200000.0,245700000.0
351,The Girl with the Dragon Tattoo (2011),2011,102500000.0,130100000.0,232600000.0
352,The Green Hornet,2011,98800000.0,129000000.0,227800000.0
353,Immortals,2011,83500000.0,143400000.0,226900000.0
354,Green Lantern,2011,116600000.0,103300000.0,219900000.0
355,The Help,2011,169700000.0,46900000.0,216600000.0
356,Bad Teacher,2011,100300000.0,115900000.0,216200000.0
357,Just Go With It,2011,103000000.0,111900000.0,214900000.0
358,Battle: Los Angeles,2011,83600000.0,128300000.0,211900000.0
359,Horrible Bosses,2011,117500000.0,92100000.0,209600000.0
360,Paranormal Activity 3,2011,104000000.0,103000000.0,207000000.0
361,Gnomeo and Juliet,2011,100000000.0,94000000.0,194000000.0
362,Mr. Popper's Penguins,2011,68200000.0,119100000.0,187300000.0
363,Hugo,2011,73900000.0,111900000.0,185800000.0
364,The Lion King (in 3D),2011,94200000.0,91300000.0,185500000.0
365,Hop,2011,108100000.0,75900000.0,184000000.0
366,War Horse,2011,79900000.0,97700000.0,177600000.0
367,The Descendants,2011,82600000.0,94700000.0,177300000.0
368,Cowboys & Aliens,2011,100200000.0,74600000.0,174800000.0
369,In Time,2011,37500000.0,136400000.0,173900000.0
370,Zookeeper,2011,80400000.0,89500000.0,169900000.0
371,The Muppets,2011,88600000.0,76600000.0,165200000.0
372,Limitless,2011,79200000.0,82600000.0,161800000.0
373,Johnny English Reborn,2011,8300000.0,151800000.0,160100000.0
374,Final Destination 5,2011,42600000.0,115300000.0,157900000.0
375,Tower Heist,2011,78000000.0,74900000.0,152900000.0
376,Midnight in Paris,2011,56800000.0,94300000.0,151100000.0
377,Happy Feet Two,2011,64000000.0,86400000.0,150400000.0
378,I Am Number Four,2011,55100000.0,94800000.0,149900000.0
379,Jack and Jill,2011,74200000.0,75500000.0,149700000.0
380,Friends with Benefits,2011,55800000.0,93700000.0,149500000.0
381,No Strings Attached,2011,70700000.0,78600000.0,149300000.0
382,Arthur Christmas,2011,46500000.0,101000000.0,147500000.0
383,Source Code,2011,54700000.0,92600000.0,147300000.0
384,"Crazy, Stupid, Love.",2011,84400000.0,58500000.0,142900000.0
385,New Year's Eve,2011,54500000.0,87500000.0,142000000.0
386,Contagion,2011,75700000.0,59800000.0,135500000.0
387,The Artist,2011,44700000.0,88800000.0,133500000.0
388,The Three Musketeers (2011),2011,20400000.0,111900000.0,132300000.0
389,Unknown,2011,63700000.0,67099999.0,130799999.0
390,The Adjustment Bureau,2011,62500000.0,65400000.0,127900000.0
391,We Bought a Zoo,2011,75600000.0,44500000.0,120100000.0
392,Water for Elephants,2011,58700000.0,58400000.0,117100000.0
393,The Iron Lady,2011,30000000.0,84900000.0,114900000.0
394,Moneyball,2011,75600000.0,34600000.0,110200000.0
395,Sanctum,2011,23200000.0,85400000.0,108600000.0
396,Justin Bieber: Never Say Never,2011,73000000.0,26000000.0,99000000.0
397,Paul,2011,37400000.0,60600000.0,98000000.0
398,Scream 4,2011,38200000.0,59000000.0,97200000.0
399,Insidious,2011,54000000.0,43000000.0,97000000.0
400,The Rite,2011,33000000.0,63000000.0,96000000.0
401,Dolphin Tale,2011,72300000.0,23100000.0,95400000.0
402,Season of the Witch,2011,24800000.0,66800000.0,91600000.0
403,Sucker Punch,2011,36400000.0,53400000.0,89800000.0
404,Red Riding Hood,2011,37700000.0,51500000.0,89200000.0
405,Spy Kids: All the Time in the World,2011,38500000.0,47000000.0,85500000.0
406,J. Edgar,2011,37300000.0,47600000.0,84900000.0
407,Hall Pass,2011,45100000.0,38100000.0,83200000.0
408,"Big Mommas: Like Father, Like Son",2011,37900000.0,44800000.0,82700000.0
409,Abduction,2011,28100000.0,54000000.0,82100000.0
410,"Tinker, Tailor, Soldier, Spy",2011,24100000.0,56500000.0,80600000.0
411,Priest,2011,29100000.0,49200000.0,78300000.0
412,Drive (2011),2011,35100000.0,41100000.0,76200000.0
413,The Mechanic,2011,29100000.0,47000000.0,76100000.0
414,The Ides of March,2011,41000000.0,35000000.0,76000000.0
415,The Change-Up,2011,37100000.0,38400000.0,75500000.0
416,The Lincoln Lawyer,2011,58000000.0,17000000.0,75000000.0
417,Diary of a Wimpy Kid: Rodrick Rules,2011,52700000.0,19700000.0,72400000.0
418,Larry Crowne,2011,35600000.0,36400000.0,72000000.0
419,The Dilemma,2011,48500000.0,21200000.0,69700000.0
420,The Darkest Hour,2011,21400000.0,43200000.0,64600000.0
421,Hanna,2011,40300000.0,23500000.0,63800000.0
422,Footloose (2011),2011,51800000.0,11700000.0,63500000.0
423,Elite Squad: The Enemy Within,2011,100000.0,62900000.0,63000000.0
424,Colombiana,2011,36700000.0,24300000.0,61000000.0
425,Something Borrowed,2011,39000000.0,21100000.0,60100000.0
426,One Day,2011,13800000.0,45500000.0,59300000.0
427,Beginning of the Great Revival,2011,151000.0,58200000.0,58351000.0
428,Killer Elite,2011,25100000.0,31300000.0,56400000.0
429,Extremely Loud & Incredibly Close,2011,31800000.0,23400000.0,55200000.0
430,The Tree of Life,2011,13300000.0,41000000.0,54300000.0
431,Tyler Perry's Madea's Big Happy Family,2011,53300000.0,816000.0,54116000.0
432,Detective Dee and the Mystery of the Phantom Flame,2011,460000.0,51300000.0,51760000.0
433,Winnie the Pooh,2011,26700000.0,23200000.0,49900000.0
434,Conan the Barbarian (2011),2011,21300000.0,27500000.0,48800000.0
435,Soul Surfer,2011,43900000.0,3200000.0,47100000.0
436,War of the Arrows,2011,251000.0,45800000.0,46051000.0
437,Arthur (2011),2011,33000000.0,12700000.0,45700000.0
438,The Debt,2011,31200000.0,14500000.0,45700000.0
439,Beastly,2011,27900000.0,15300000.0,43200000.0
440,Of Gods and Men,2011,4000000.0,38200000.0,42200000.0
441,Born to Be Wild (IMAX),2011,25900000.0,15600000.0,41500000.0
442,Evangelion 2.0: You Can (Not) Advance,2011,134000.0,41000000.0,41134000.0
443,Fright Night (2011),2011,18300000.0,22700000.0,41000000.0
444,30 Minutes or Less,2011,37100000.0,3500000.0,40600000.0
445,The Roommate,2011,37300000.0,3200000.0,40500000.0
446,Shark Night 3D,2011,18900000.0,21300000.0,40200000.0
447,Monte Carlo,2011,23200000.0,16500000.0,39700000.0
448,50/50,2011,35000000.0,4200000.0,39200000.0
449,Mars Needs Moms,2011,21400000.0,17600000.0,39000000.0
450,Dream House,2011,21300000.0,17200000.0,38500000.0
451,Jumping the Broom,2011,37300000.0,415000.0,37715000.0
452,Don't Be Afraid of the Dark,2011,24000000.0,12900000.0,36900000.0
453,RA One,2011,2500000.0,33400000.0,35900000.0
